Source	Size
jspm_packages/npm/core-js@1.2.6/modules/es6.weak-map.js	858
jspm_packages/npm/core-js@1.2.6/modules/$.to-object.js	186
jspm_packages/npm/core-js@1.2.6/modules/$.is-array.js	192
jspm_packages/npm/core-js@1.2.6/modules/$.array-species-create.js	415
jspm_packages/npm/core-js@1.2.6/modules/$.array-methods.js	666
jspm_packages/npm/core-js@1.2.6/modules/$.collection-weak.js	1321
jspm_packages/npm/core-js@1.2.6/modules/$.redefine-all.js	209
jspm_packages/npm/core-js@1.2.6/modules/$.strict-new.js	212
jspm_packages/npm/core-js@1.2.6/modules/$.iter-detect.js	396
jspm_packages/npm/core-js@1.2.6/modules/$.collection.js	1455
jspm_packages/npm/core-js@1.2.6/modules/es6.weak-set.js	358
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.apply.js	227
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.construct.js	906
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.define-property.js	423
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.delete-property.js	325
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.enumerate.js	525
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.get.js	478
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.get-own-property-descriptor.js	307
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.get-prototype-of.js	283
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.has.js	197
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.is-extensible.js	280
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.own-keys.js	210
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.prevent-extensions.js	320
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.set.js	606
jspm_packages/npm/core-js@1.2.6/modules/$.set-proto.js	582
jspm_packages/npm/core-js@1.2.6/modules/es6.reflect.set-prototype-of.js	304
jspm_packages/npm/core-js@1.2.6/modules/$.to-index.js	229
jspm_packages/npm/core-js@1.2.6/modules/$.array-includes.js	425
jspm_packages/npm/core-js@1.2.6/modules/es7.array.includes.js	372
jspm_packages/npm/core-js@1.2.6/modules/$.string-at.js	444
jspm_packages/npm/core-js@1.2.6/modules/es7.string.at.js	248
jspm_packages/npm/core-js@1.2.6/modules/es7.string.pad-left.js	299
jspm_packages/npm/core-js@1.2.6/modules/$.string-repeat.js	362
jspm_packages/npm/core-js@1.2.6/modules/$.string-pad.js	441
jspm_packages/npm/core-js@1.2.6/modules/es7.string.pad-right.js	301
jspm_packages/npm/core-js@1.2.6/modules/es7.string.trim-left.js	228
jspm_packages/npm/core-js@1.2.6/modules/$.string-trim.js	527
jspm_packages/npm/core-js@1.2.6/modules/es7.string.trim-right.js	230
jspm_packages/npm/core-js@1.2.6/modules/$.replacer.js	228
jspm_packages/npm/core-js@1.2.6/modules/es7.regexp.escape.js	262
jspm_packages/npm/core-js@1.2.6/modules/$.own-keys.js	303
jspm_packages/npm/core-js@1.2.6/modules/es7.object.get-own-property-descriptors.js	486
jspm_packages/npm/core-js@1.2.6/modules/es7.object.values.js	250
jspm_packages/npm/core-js@1.2.6/modules/$.object-to-array.js	336
jspm_packages/npm/core-js@1.2.6/modules/es7.object.entries.js	252
jspm_packages/npm/core-js@1.2.6/modules/es7.map.to-json.js	227
jspm_packages/npm/core-js@1.2.6/modules/$.iter-call.js	271
jspm_packages/npm/core-js@1.2.6/modules/$.is-array-iter.js	272
jspm_packages/npm/core-js@1.2.6/modules/$.an-object.js	228
jspm_packages/npm/core-js@1.2.6/modules/$.to-integer.js	194
jspm_packages/npm/core-js@1.2.6/modules/$.to-length.js	221
jspm_packages/npm/core-js@1.2.6/modules/core.get-iterator-method.js	347
jspm_packages/npm/core-js@1.2.6/modules/$.for-of.js	602
jspm_packages/npm/core-js@1.2.6/modules/$.classof.js	409
jspm_packages/npm/core-js@1.2.6/modules/$.collection-to-json.js	320
jspm_packages/npm/core-js@1.2.6/modules/es7.set.to-json.js	227
jspm_packages/npm/core-js@1.2.6/modules/js.array.statics.js	583
jspm_packages/npm/core-js@1.2.6/modules/$.path.js	140
jspm_packages/npm/core-js@1.2.6/modules/$.partial.js	526
jspm_packages/npm/core-js@1.2.6/modules/web.timers.js	487
jspm_packages/npm/core-js@1.2.6/modules/$.invoke.js	431
jspm_packages/npm/core-js@1.2.6/modules/$.html.js	175
jspm_packages/npm/core-js@1.2.6/modules/$.is-object.js	185
jspm_packages/npm/core-js@1.2.6/modules/$.dom-create.js	269
jspm_packages/npm/core-js@1.2.6/modules/$.task.js	1140
jspm_packages/npm/core-js@1.2.6/modules/web.immediate.js	225
jspm_packages/npm/core-js@1.2.6/modules/$.add-to-unscopables.js	258
jspm_packages/npm/core-js@1.2.6/modules/$.iter-step.js	157
jspm_packages/npm/core-js@1.2.6/modules/$.cof.js	171
jspm_packages/npm/core-js@1.2.6/modules/$.iobject.js	242
jspm_packages/npm/core-js@1.2.6/modules/$.defined.js	194
jspm_packages/npm/core-js@1.2.6/modules/$.to-iobject.js	215
jspm_packages/npm/core-js@1.2.6/modules/$.library.js	118
jspm_packages/npm/core-js@1.2.6/modules/$.a-function.js	205
jspm_packages/npm/core-js@1.2.6/modules/$.ctx.js	405
jspm_packages/npm/core-js@1.2.6/modules/$.export.js	644
jspm_packages/npm/core-js@1.2.6/modules/$.redefine.js	600
jspm_packages/npm/core-js@1.2.6/modules/$.iter-create.js	416
jspm_packages/npm/core-js@1.2.6/modules/$.has.js	169
jspm_packages/npm/core-js@1.2.6/modules/$.set-to-string-tag.js	296
jspm_packages/npm/core-js@1.2.6/modules/$.iter-define.js	1170
jspm_packages/npm/core-js@1.2.6/modules/es6.array.iterator.js	619
jspm_packages/npm/core-js@1.2.6/modules/$.js	380
jspm_packages/npm/core-js@1.2.6/modules/$.property-desc.js	206
jspm_packages/npm/core-js@1.2.6/modules/$.fails.js	161
jspm_packages/npm/core-js@1.2.6/modules/$.descriptors.js	228
jspm_packages/npm/core-js@1.2.6/modules/$.hide.js	295
jspm_packages/npm/core-js@1.2.6/modules/$.iterators.js	120
jspm_packages/npm/core-js@1.2.6/modules/$.shared.js	232
jspm_packages/npm/core-js@1.2.6/modules/$.uid.js	214
jspm_packages/npm/core-js@1.2.6/modules/$.global.js	282
jspm_packages/npm/core-js@1.2.6/modules/$.wks.js	277
jspm_packages/npm/core-js@1.2.6/modules/web.dom.iterable.js	449
jspm_packages/npm/core-js@1.2.6/modules/$.core.js	165
jspm_packages/npm/core-js@1.2.6/shim.js	6951
jspm_packages/npm/jquery@2.2.4/dist/jquery.js	86113
jspm_packages/npm/jquery@2.2.4.js	91
jspm_packages/github/twbs/bootstrap@3.3.6/js/bootstrap.js	37392
jspm_packages/npm/angular-route@1.5.7/angular-route.js	4942
jspm_packages/npm/angular-route@1.5.7/index.js	157
jspm_packages/npm/angular-route@1.5.7.js	175
jspm_packages/npm/angular-animate@1.5.7/angular-animate.js	26109
jspm_packages/npm/angular-animate@1.5.7/index.js	165
jspm_packages/npm/angular-animate@1.5.7.js	181
jspm_packages/npm/angular-cookies@1.5.7/angular-cookies.js	1589
jspm_packages/npm/angular-cookies@1.5.7/index.js	165
jspm_packages/npm/angular-cookies@1.5.7.js	181
jspm_packages/npm/angular-sanitize@1.5.7/angular-sanitize.js	6103
jspm_packages/npm/angular-sanitize@1.5.7/index.js	169
jspm_packages/npm/angular-sanitize@1.5.7.js	184
jspm_packages/npm/angular-touch@1.5.7/angular-touch.js	4089
jspm_packages/npm/angular-touch@1.5.7/index.js	157
jspm_packages/npm/angular-touch@1.5.7.js	175
jspm_packages/npm/angular-ui-bootstrap@1.3.3/dist/ui-bootstrap-tpls.js	121179
jspm_packages/npm/angular-ui-bootstrap@1.3.3/index.js	187
jspm_packages/npm/angular-ui-bootstrap@1.3.3.js	196
jspm_packages/npm/marked@0.3.5/lib/marked.js	16082
jspm_packages/npm/marked@0.3.5.js	164
jspm_packages/npm/angular-marked@1.2.1/lib/angular-marked.js	1624
jspm_packages/npm/angular-marked@1.2.1.js	204
jspm_packages/github/angular-ui/ui-codemirror@0.3.0/ui-codemirror.js	1810
jspm_packages/github/angular-ui/ui-codemirror@0.3.0.js	233
jspm_packages/npm/svgsaver@0.6.1/lib/svgsaver.js	6803
jspm_packages/npm/svgsaver@0.6.1.js	174
jspm_packages/npm/angular-downloadsvg-directive@0.1.5/lib/angular-downloadsvg-directive.js	722
jspm_packages/npm/angular-downloadsvg-directive@0.1.5.js	380
components/fantom5/index.js	471
jspm_packages/github/Hypercubed/_F@0.0.11/_F.js	3651
jspm_packages/github/Hypercubed/_F@0.0.11.js	227
components/fantom5/Lizio_et_al_2015/timeCourse-chart.js	4713
components/fantom5/Lizio_et_al_2015/timeCourse.js	955
jspm_packages/npm/d3-svg-legend@1.10.0/src/color.js	2726
jspm_packages/npm/d3-svg-legend@1.10.0/src/size.js	2705
jspm_packages/npm/d3-svg-legend@1.10.0/src/legend.js	2339
jspm_packages/npm/d3-svg-legend@1.10.0/src/symbol.js	2217
jspm_packages/npm/d3-svg-legend@1.10.0/no-extend.js	226
jspm_packages/npm/d3-svg-legend@1.10.0/index.js	170
jspm_packages/npm/d3-svg-legend@1.10.0.js	339
components/fantom5/Motakis_et_al_2013/d3-scatter.js	5101
components/fantom5/Motakis_et_al_2013/scatter2.js	1188
components/fantom5/Motakis_et_al_2013/scatter.js	844
jspm_packages/npm/core-js@1.2.6/library/fn/object/define-property.js	216
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/define-property.js	251
jspm_packages/npm/babel-runtime@5.8.38/helpers/create-class.js	471
jspm_packages/npm/babel-runtime@5.8.38/helpers/class-call-check.js	412
jspm_packages/npm/venn.js@0.2.10/build/venn.js	17795
jspm_packages/npm/venn.js@0.2.10.js	198
jspm_packages/github/Caged/d3-tip@0.6.7/index.js	3150
jspm_packages/github/Caged/d3-tip@0.6.7.js	541
components/fantom5/Forrest_et_al_2014/venn-chart.js	3242
components/fantom5/Forrest_et_al_2014/venn.js	1276
components/fantom5/routes.js	826
jspm_packages/npm/angular-ui-grid@3.2.5/ui-grid.js	299373
jspm_packages/npm/angular-ui-grid@3.2.5.js	621
common/services/grid/grid.js	262
common/services/facets/facet.html	1967
common/services/facets/facet.utils.js	1455
common/services/facets/facet.controller.js	1829
common/services/facets/facet.component.js	146
common/services/facets/facet-bar.component.js	483
common/services/facets/facet-panels.component.html	1284
common/services/facets/facet-panels.component.js	223
common/services/facets/facets.js	388
components/examples/index.js	282
jspm_packages/npm/chiasm@0.3.0/src/config-diff.js	722
jspm_packages/npm/chiasm@0.3.0/src/action.js	537
jspm_packages/npm/es6-promise@3.1.2/dist/es6-promise.js	6234
jspm_packages/npm/es6-promise@3.1.2.js	191
jspm_packages/npm/chiasm@0.3.0/src/queue.js	346
jspm_packages/npm/chiasm@0.3.0/src/error-messages.js	361
jspm_packages/npm/chiasm@0.3.0/src/index.js	2271
jspm_packages/npm/chiasm@0.3.0.js	162
jspm_packages/npm/chiasm-charts@0.1.5/src/components/barChart.js	1192
jspm_packages/npm/chiasm-charts@0.1.5/src/components/lineChart.js	1163
jspm_packages/npm/chiasm-charts@0.1.5/src/components/scatterPlot.js	1203
jspm_packages/npm/chiasm-charts@0.1.5/src/components/boxPlot.js	2990
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/scale/column.js	422
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/scale/scale.js	1142
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/scale/scaleRange.js	292
jspm_packages/npm/chiasm-dataset@0.1.1/index.js	4376
jspm_packages/npm/chiasm-dataset@0.1.1.js	178
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/scale/autoScaleType.js	821
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/marginConvention.js	399
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/marginEditor.js	1828
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/xAxis.js	728
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/yAxis.js	374
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/xAxisLabel.js	481
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/yAxisLabel.js	484
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/backgroundColor.js	346
jspm_packages/npm/chiasm-charts@0.1.5/src/mixins/index.js	644
jspm_packages/npm/chiasm-charts@0.1.5/src/components/heatMap.js	1393
jspm_packages/npm/chiasm-charts@0.1.5/src/components/index.js	321
jspm_packages/npm/chiasm-charts@0.1.5/src/index.js	214
jspm_packages/npm/chiasm-charts@0.1.5.js	183
jspm_packages/npm/chiasm-layout@0.2.4/src/layout.js	1868
jspm_packages/npm/chiasm-layout@0.2.4/src/computeLayout.js	1143
jspm_packages/npm/chiasm-layout@0.2.4/index.js	216
jspm_packages/npm/chiasm-layout@0.2.4.js	175
jspm_packages/npm/model-js@0.2.5/src/model.js	997
jspm_packages/npm/model-js@0.2.5.js	162
jspm_packages/npm/chiasm-component@0.2.3/index.js	577
jspm_packages/npm/chiasm-component@0.2.3.js	184
jspm_packages/npm/chiasm-links@0.2.3/index.js	860
jspm_packages/npm/chiasm-links@0.2.3.js	728
components/examples/chiasm/chiasm.js	1019
jspm_packages/npm/biojs-vis-example@0.1.4/lib/barchart.js	571
jspm_packages/npm/biojs-vis-example@0.1.4/lib/index.js	177
jspm_packages/npm/biojs-vis-example@0.1.4.js	195
jspm_packages/npm/msa-seqtools@0.1.8/lib/index.js	1670
jspm_packages/npm/msa-seqtools@0.1.8.js	180
jspm_packages/npm/biojs-io-fasta@0.1.17/lib/extend.js	341
jspm_packages/npm/biojs-io-fasta@0.1.17/lib/fasta.js	1114
components/examples/biojs/biojs.js	753
components/examples/bars/bars.js	592
jspm_packages/npm/screenfull@2.0.0/dist/screenfull.js	1716
jspm_packages/npm/screenfull@2.0.0.js	214
jspm_packages/github/martine/webtreemap@gh-pages/webtreemap.js	2513
jspm_packages/github/martine/webtreemap@gh-pages.js	614
components/examples/treemap/treemap.js	2001
components/examples/bars/bars-chart.js	1557
components/examples/polymer/bar-chart-tag.js	584
components/examples/polymer/barChart-controller.js	250
jspm_packages/npm/babel-runtime@5.8.38/helpers/extends.js	375
jspm_packages/npm/core-js@1.2.6/library/modules/$.keyof.js	275
jspm_packages/npm/core-js@1.2.6/library/modules/$.enum-keys.js	280
jspm_packages/npm/core-js@1.2.6/library/modules/$.is-array.js	200
jspm_packages/npm/core-js@1.2.6/library/modules/es6.symbol.js	3288
jspm_packages/npm/core-js@1.2.6/library/fn/symbol/index.js	310
jspm_packages/npm/core-js@1.2.6/library/fn/symbol.js	151
jspm_packages/npm/babel-runtime@5.8.38/core-js/symbol.js	203
jspm_packages/npm/core-js@1.2.6/library/fn/object/create.js	202
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/create.js	224
jspm_packages/npm/core-js@1.2.6/library/modules/es6.object.set-prototype-of.js	237
jspm_packages/npm/core-js@1.2.6/library/fn/object/set-prototype-of.js	293
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/set-prototype-of.js	254
jspm_packages/npm/babel-runtime@5.8.38/regenerator/runtime.js	5992
jspm_packages/npm/babel-runtime@5.8.38/regenerator/index.js	534
jspm_packages/npm/babel-runtime@5.8.38/regenerator.js	162
jspm_packages/npm/core-js@1.2.6/library/modules/es6.object.to-string.js	124
jspm_packages/npm/core-js@1.2.6/library/modules/$.string-at.js	452
jspm_packages/npm/core-js@1.2.6/library/modules/es6.string.iterator.js	404
jspm_packages/npm/core-js@1.2.6/library/modules/$.add-to-unscopables.js	147
jspm_packages/npm/core-js@1.2.6/library/modules/$.iter-step.js	165
jspm_packages/npm/core-js@1.2.6/library/modules/$.iter-create.js	424
jspm_packages/npm/core-js@1.2.6/library/modules/$.iter-define.js	1178
jspm_packages/npm/core-js@1.2.6/library/modules/es6.array.iterator.js	627
jspm_packages/npm/core-js@1.2.6/library/modules/web.dom.iterable.js	245
jspm_packages/npm/core-js@1.2.6/library/modules/$.library.js	126
jspm_packages/npm/core-js@1.2.6/library/modules/$.strict-new.js	220
jspm_packages/npm/core-js@1.2.6/library/modules/$.iter-call.js	279
jspm_packages/npm/core-js@1.2.6/library/modules/$.is-array-iter.js	280
jspm_packages/npm/core-js@1.2.6/library/modules/$.to-integer.js	202
jspm_packages/npm/core-js@1.2.6/library/modules/$.to-length.js	229
jspm_packages/npm/core-js@1.2.6/library/modules/$.classof.js	417
jspm_packages/npm/core-js@1.2.6/library/modules/$.iterators.js	128
jspm_packages/npm/core-js@1.2.6/library/modules/core.get-iterator-method.js	355
jspm_packages/npm/core-js@1.2.6/library/modules/$.for-of.js	610
jspm_packages/npm/core-js@1.2.6/library/modules/$.set-proto.js	590
jspm_packages/npm/core-js@1.2.6/library/modules/$.same-value.js	193
jspm_packages/npm/core-js@1.2.6/library/modules/$.an-object.js	236
jspm_packages/npm/core-js@1.2.6/library/modules/$.species-constructor.js	336
jspm_packages/npm/core-js@1.2.6/library/modules/$.invoke.js	439
jspm_packages/npm/core-js@1.2.6/library/modules/$.html.js	183
jspm_packages/npm/core-js@1.2.6/library/modules/$.dom-create.js	277
jspm_packages/npm/core-js@1.2.6/library/modules/$.task.js	1148
jspm_packages/npm/core-js@1.2.6/library/modules/$.microtask.js	805
jspm_packages/npm/core-js@1.2.6/library/modules/$.property-desc.js	214
jspm_packages/npm/core-js@1.2.6/library/modules/$.hide.js	303
jspm_packages/npm/core-js@1.2.6/library/modules/$.redefine.js	148
jspm_packages/npm/core-js@1.2.6/library/modules/$.redefine-all.js	217
jspm_packages/npm/core-js@1.2.6/library/modules/$.has.js	177
jspm_packages/npm/core-js@1.2.6/library/modules/$.set-to-string-tag.js	304
jspm_packages/npm/core-js@1.2.6/library/modules/$.descriptors.js	236
jspm_packages/npm/core-js@1.2.6/library/modules/$.set-species.js	362
jspm_packages/npm/core-js@1.2.6/library/modules/$.shared.js	240
jspm_packages/npm/core-js@1.2.6/library/modules/$.uid.js	222
jspm_packages/npm/core-js@1.2.6/library/modules/$.wks.js	285
jspm_packages/npm/core-js@1.2.6/library/modules/$.iter-detect.js	404
jspm_packages/npm/core-js@1.2.6/library/modules/es6.promise.js	3987
jspm_packages/npm/core-js@1.2.6/library/fn/promise.js	422
jspm_packages/npm/babel-runtime@5.8.38/core-js/promise.js	206
jspm_packages/npm/universe@0.7.0/src/q.serial.js	683
jspm_packages/npm/universe@0.7.0/src/crossfilter.js	888
jspm_packages/npm/universe@0.7.0/src/dimension.js	515
jspm_packages/npm/universe@0.7.0/src/column.js	1726
jspm_packages/npm/reductio@0.6.2/src/filter.js	292
jspm_packages/npm/reductio@0.6.2/src/count.js	349
jspm_packages/npm/reductio@0.6.2/src/sum.js	367
jspm_packages/npm/reductio@0.6.2/src/avg.js	427
jspm_packages/npm/reductio@0.6.2/src/median.js	710
jspm_packages/npm/reductio@0.6.2/src/min.js	424
jspm_packages/npm/reductio@0.6.2/src/max.js	468
jspm_packages/npm/reductio@0.6.2/src/value-count.js	634
jspm_packages/npm/reductio@0.6.2/src/value-list.js	622
jspm_packages/npm/reductio@0.6.2/src/exception-count.js	596
jspm_packages/npm/reductio@0.6.2/src/exception-sum.js	638
jspm_packages/npm/reductio@0.6.2/src/histogram.js	867
jspm_packages/npm/reductio@0.6.2/src/sum-of-squares.js	408
jspm_packages/npm/reductio@0.6.2/src/std.js	589
jspm_packages/npm/reductio@0.6.2/src/nest.js	634
jspm_packages/npm/reductio@0.6.2/src/alias.js	263
jspm_packages/npm/reductio@0.6.2/src/aliasProp.js	224
jspm_packages/npm/reductio@0.6.2/src/data-list.js	409
jspm_packages/npm/reductio@0.6.2/src/custom.js	333
jspm_packages/npm/reductio@0.6.2/src/build.js	4474
jspm_packages/npm/reductio@0.6.2/src/accessors.js	3437
jspm_packages/npm/reductio@0.6.2/src/parameters.js	425
jspm_packages/npm/reductio@0.6.2/src/postprocess.js	424
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/array.js	2418
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/filter.js	397
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/null.js	146
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/zero.js	143
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/heapselect.js	424
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/heap.js	504
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/bisect.js	365
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/permute.js	242
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/identity.js	148
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/insertionsort.js	321
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/quicksort.js	1635
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/reduce.js	340
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/package.json	1336
jspm_packages/npm/lodash._basetostring@4.12.0/index.js	831
jspm_packages/npm/lodash._basetostring@4.12.0.js	193
