Source	Size
../jspm_packages/npm/babel-runtime@5.8.25/core-js/object/define-property.js	317
../jspm_packages/npm/babel-runtime@5.8.25/helpers/create-class.js	548
../jspm_packages/npm/babel-runtime@5.8.25/helpers/class-call-check.js	360
../common/decorators/inject.js	172
../jspm_packages/npm/babyparse@0.4.3/babyparse.js	7980
../jspm_packages/npm/babyparse@0.4.3.js	211
../jspm_packages/npm/URIjs@1.15.1/src/punycode.js	2787
../jspm_packages/npm/URIjs@1.15.1/src/IPv6.js	1102
../jspm_packages/npm/URIjs@1.15.1/src/SecondLevelDomains.js	8354
../jspm_packages/npm/URIjs@1.15.1/src/URI.js	27724
../jspm_packages/npm/URIjs@1.15.1.js	198
../jspm_packages/npm/mime-lookup@0.0.2/mime-lookup.js	1335
../jspm_packages/npm/mime-lookup@0.0.2.js	332
../common/services/datapackage/mime.js	791
../common/services/datapackage/dataservice.js	2547
../common/services/datapackage/index.js	804
../jspm_packages/github/codemirror/codemirror@5.3.0/lib/codemirror.js	152140
../jspm_packages/github/eligrey/FileSaver.js@master/FileSaver.js	3273
../jspm_packages/github/eligrey/FileSaver.js@master.js	124
../jspm_packages/github/eligrey/Blob.js@master/Blob.js	2901
../jspm_packages/github/eligrey/Blob.js@master.js	231
editor/editor.html	4389
editor/svg-download-dropdown.js	1114
editor/editor.js	3818
examples/index.js	330
../jspm_packages/npm/model-js@0.2.4/src/model.js	1043
../jspm_packages/npm/model-js@0.2.4.js	208
../jspm_packages/npm/lodash@3.10.1/index.js	51177
../jspm_packages/npm/lodash@3.10.1.js	197
../jspm_packages/npm/chiasm@0.2.0/index.js	3685
../jspm_packages/npm/chiasm@0.2.0.js	194
../jspm_packages/npm/chiasm-component@0.2.1/index.js	643
../jspm_packages/npm/chiasm-component@0.2.1.js	224
../jspm_packages/npm/chiasm-layout@0.2.2/src/computeLayout.js	1188
../jspm_packages/npm/chiasm-layout@0.2.2/src/layout.js	1950
../jspm_packages/npm/chiasm-layout@0.2.2/index.js	350
../jspm_packages/npm/chiasm-layout@0.2.2.js	215
../jspm_packages/npm/chiasm-links@0.2.1/index.js	926
../jspm_packages/npm/chiasm-links@0.2.1.js	212
../jspm_packages/npm/d3@3.5.6/d3.js	151340
../jspm_packages/npm/d3@3.5.6.js	324
examples/chiasm/barChart.js	2244
examples/chiasm/chiasm.js	771
../jspm_packages/npm/backbone-events-standalone@0.2.7/backbone-events-standalone.js	3333
../jspm_packages/npm/backbone-events-standalone@0.2.7/index.js	302
../jspm_packages/npm/backbone-events-standalone@0.2.7.js	254
../jspm_packages/npm/biojs-events@0.0.4/index.js	423
../jspm_packages/npm/biojs-events@0.0.4.js	212
../jspm_packages/npm/expression-bar@0.1.4/lib/expressionbar.js	3595
../jspm_packages/npm/expression-bar@0.1.4/index.js	248
../jspm_packages/npm/expression-bar@0.1.4.js	404
examples/biojs/biojs.js	729
examples/bars/bars-chart.js	1494
examples/bars/bars.js	631
examples/trains/trains-chart.js	2785
examples/trains/trains.js	1124
examples/polymer/bar-chart-tag.js	745
examples/polymer/barChart-controller.js	261
../jspm_packages/npm/screenfull@2.0.0/dist/screenfull.js	1762
../jspm_packages/npm/screenfull@2.0.0.js	226
../jspm_packages/github/martine/webtreemap@gh-pages/webtreemap.js	2346
../jspm_packages/github/martine/webtreemap@gh-pages.js	416
examples/treemap/treemap.js	1716
examples/routes.js	2003
index/index.js	453
about/about.html	2151
error/error.html	266
index/index.html	1214
routes.js	554
../common/partials/footer.html	518
../common/partials/intro.html	1400
../jspm_packages/npm/angular-loading-bar@0.8.0/build/loading-bar.js	3421
../jspm_packages/npm/angular-loading-bar@0.8.0/index.js	285
../jspm_packages/npm/angular-loading-bar@0.8.0.js	1560
app.js	1397
boot.js	1565
